web-scraper-order,web-scraper-start-url,Movie title,Rating,Movie links,Movie links-href,Director,Writers,Stars
"1771933306-531","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","Henri-Georges Clouzot","",""
"1771933306-532","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","Georges Arnaud",""
"1771933306-533","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","Henri-Georges Clouzot",""
"1771933306-534","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","Jérôme Géronimi",""
"1771933306-535","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","","Yves Montand"
"1771933306-536","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","","Charles Vanel"
"1771933306-537","https://www.imdb.com/chart/top/","","","The Wages of Fear","https://www.imdb.com/title/tt0046268/?ref_=chttp_t_209","","","Peter van Eyck"
"1771933311-538","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","Michael Cimino","",""
"1771933311-539","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","Michael Cimino",""
"1771933311-540","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","Deric Washburn",""
"1771933311-541","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","Louis Garfinkle",""
"1771933311-542","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","Michael Cimino"
"1771933311-543","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","Deric Washburn"
"1771933311-544","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","Louis Garfinkle"
"1771933311-545","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","Robert De Niro"
"1771933311-546","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","Christopher Walken"
"1771933311-547","https://www.imdb.com/chart/top/","","","The Deer Hunter","https://www.imdb.com/title/tt0077416/?ref_=chttp_t_208","","","John Cazale"
"1771933315-548","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","Buster Keaton","",""
"1771933315-549","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","Jean C. Havez",""
"1771933315-550","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","Joseph A. Mitchell",""
"1771933315-551","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","Clyde Bruckman",""
"1771933315-552","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","","Buster Keaton"
"1771933315-553","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","","Kathryn McGuire"
"1771933315-554","https://www.imdb.com/chart/top/","","","Sherlock Jr.","https://www.imdb.com/title/tt0015324/?ref_=chttp_t_207","","","Joe Keaton"
"1771933321-555","https://www.imdb.com/chart/top/","","","Mary and Max","https://www.imdb.com/title/tt0978762/?ref_=chttp_t_206","Adam Elliot","",""
"1771933321-556","https://www.imdb.com/chart/top/","","","Mary and Max","https://www.imdb.com/title/tt0978762/?ref_=chttp_t_206","","Adam Elliot",""
"1771933321-557","https://www.imdb.com/chart/top/","","","Mary and Max","https://www.imdb.com/title/tt0978762/?ref_=chttp_t_206","","","Toni Collette"
"1771933321-558","https://www.imdb.com/chart/top/","","","Mary and Max","https://www.imdb.com/title/tt0978762/?ref_=chttp_t_206","","","Philip Seymour Hoffman"
"1771933321-559","https://www.imdb.com/chart/top/","","","Mary and Max","https://www.imdb.com/title/tt0978762/?ref_=chttp_t_206","","","Eric Bana"
"1771933325-560","https://www.imdb.com/chart/top/","","","The Gold Rush","https://www.imdb.com/title/tt0015864/?ref_=chttp_t_205","Charles Chaplin","",""
"1771933325-561","https://www.imdb.com/chart/top/","","","The Gold Rush","https://www.imdb.com/title/tt0015864/?ref_=chttp_t_205","","Charles Chaplin",""
"1771933325-562","https://www.imdb.com/chart/top/","","","The Gold Rush","https://www.imdb.com/title/tt0015864/?ref_=chttp_t_205","","","Charles Chaplin"
"1771933325-563","https://www.imdb.com/chart/top/","","","The Gold Rush","https://www.imdb.com/title/tt0015864/?ref_=chttp_t_205","","","Mack Swain"
"1771933325-564","https://www.imdb.com/chart/top/","","","The Gold Rush","https://www.imdb.com/title/tt0015864/?ref_=chttp_t_205","","","Tom Murray"
"1771933331-565","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","Damián Szifron","",""
"1771933331-566","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","Julian Loyola",""
"1771933331-567","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","Germán Servidio",""
"1771933331-568","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","Damián Szifron",""
"1771933331-569","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","","Darío Grandinetti"
"1771933331-570","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","","María Marull"
"1771933331-571","https://www.imdb.com/chart/top/","","","Wild Tales","https://www.imdb.com/title/tt3011894/?ref_=chttp_t_204","","","Mónica Villa"
"1771933336-572","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","James Mangold","",""
"1771933336-573","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","Jez Butterworth",""
"1771933336-574","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","John-Henry Butterworth",""
"1771933336-575","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","Jason Keller",""
"1771933336-576","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","","Matt Damon"
"1771933336-577","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","","Christian Bale"
"1771933336-578","https://www.imdb.com/chart/top/","","","Ford v Ferrari","https://www.imdb.com/title/tt1950186/?ref_=chttp_t_203","","","Jon Bernthal"
"1771933344-579","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","Jim Sheridan","",""
"1771933344-580","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","Gerry Conlon",""
"1771933344-581","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","Terry George",""
"1771933344-582","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","Jim Sheridan",""
"1771933344-583","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","","Daniel Day-Lewis"
"1771933344-584","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","","Pete Postlethwaite"
"1771933344-585","https://www.imdb.com/chart/top/","","","In the Name of the Father","https://www.imdb.com/title/tt0107207/?ref_=chttp_t_202","","","Anthony Brophy"
"1771933349-586","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","Steven Spielberg","",""
"1771933349-587","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","","Peter Benchley",""
"1771933349-588","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","","Carl Gottlieb",""
"1771933349-589","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","","","Roy Scheider"
"1771933349-590","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","","","Robert Shaw"
"1771933349-591","https://www.imdb.com/chart/top/","","","Jaws","https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201","","","Richard Dreyfuss"
"1771933354-592","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","Pete Docter","",""
"1771933354-593","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","David Silverman","",""
"1771933354-594","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","Lee Unkrich","",""
"1771933354-595","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","Andrew Stanton",""
"1771933354-596","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","Daniel Gerson",""
"1771933354-597","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","Pete Docter",""
"1771933354-598","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","Andrew Stanton"
"1771933354-599","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","Daniel Gerson"
"1771933354-600","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","Pete Docter"
"1771933354-601","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","Billy Crystal"
"1771933354-602","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","John Goodman"
"1771933354-603","https://www.imdb.com/chart/top/","","","Monsters, Inc.","https://www.imdb.com/title/tt0198781/?ref_=chttp_t_200","","","Mary Gibbs"
"1771933359-604","https://www.imdb.com/chart/top/","","","Gone Girl","https://www.imdb.com/title/tt2267998/?ref_=chttp_t_199","David Fincher","",""
"1771933359-605","https://www.imdb.com/chart/top/","","","Gone Girl","https://www.imdb.com/title/tt2267998/?ref_=chttp_t_199","","Gillian Flynn",""
"1771933359-606","https://www.imdb.com/chart/top/","","","Gone Girl","https://www.imdb.com/title/tt2267998/?ref_=chttp_t_199","","","Ben Affleck"
"1771933359-607","https://www.imdb.com/chart/top/","","","Gone Girl","https://www.imdb.com/title/tt2267998/?ref_=chttp_t_199","","","Rosamund Pike"
"1771933359-608","https://www.imdb.com/chart/top/","","","Gone Girl","https://www.imdb.com/title/tt2267998/?ref_=chttp_t_199","","","Neil Patrick Harris"
"1771933364-609","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","Jon Watts","",""
"1771933364-610","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","Chris McKenna",""
"1771933364-611","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","Erik Sommers",""
"1771933364-612","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","Stan Lee",""
"1771933364-613","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Chris McKenna"
"1771933364-614","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Erik Sommers"
"1771933364-615","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Stan Lee"
"1771933364-616","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Tom Holland"
"1771933364-617","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Zendaya"
"1771933364-618","https://www.imdb.com/chart/top/","","","Spider-Man: No Way Home","https://www.imdb.com/title/tt10872600/?ref_=chttp_t_198","","","Benedict Cumberbatch"
"1771933369-619","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","Dean DeBlois","",""
"1771933369-620","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","Chris Sanders","",""
"1771933369-621","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","William Davies",""
"1771933369-622","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","Dean DeBlois",""
"1771933369-623","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","Chris Sanders",""
"1771933369-624","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","William Davies"
"1771933369-625","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","Dean DeBlois"
"1771933369-626","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","Chris Sanders"
"1771933369-627","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","Jay Baruchel"
"1771933369-628","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","Gerard Butler"
"1771933369-629","https://www.imdb.com/chart/top/","","","How to Train Your Dragon","https://www.imdb.com/title/tt0892769/?ref_=chttp_t_197","","","Christopher Mintz-Plasse"
"1771933375-630","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","Ridley Scott","",""
"1771933375-631","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","Hampton Fancher",""
"1771933375-632","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","David Webb Peoples",""
"1771933375-633","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","Philip K. Dick",""
"1771933375-634","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","","Harrison Ford"
"1771933375-635","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","","Rutger Hauer"
"1771933375-636","https://www.imdb.com/chart/top/","","","Blade Runner","https://www.imdb.com/title/tt0083658/?ref_=chttp_t_196","","","Sean Young"
"1771933379-637","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","Bong Joon Ho","",""
"1771933379-638","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","Bong Joon Ho",""
"1771933379-639","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","Kwang-rim Kim",""
"1771933379-640","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","Sung-bo Shim",""
"1771933379-641","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","","Song Kang-ho"
"1771933379-642","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","","Kim Sang-kyung"
"1771933379-643","https://www.imdb.com/chart/top/","","","Memories of Murder","https://www.imdb.com/title/tt0353969/?ref_=chttp_t_195","","","Kim Roe-ha"
"1771933384-644","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","Richard Linklater","",""
"1771933384-645","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","","Richard Linklater",""
"1771933384-646","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","","Kim Krizan",""
"1771933384-647","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","","","Ethan Hawke"
"1771933384-648","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","","","Julie Delpy"
"1771933384-649","https://www.imdb.com/chart/top/","","","Before Sunrise","https://www.imdb.com/title/tt0112471/?ref_=chttp_t_194","","","Andrea Eckert"
"1771933389-650","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","Brad Bird","",""
"1771933389-651","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","Jan Pinkava","",""
"1771933389-652","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","Brad Bird",""
"1771933389-653","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","Jan Pinkava",""
"1771933389-654","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","Jim Capobianco",""
"1771933389-655","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Brad Bird"
"1771933389-656","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Jan Pinkava"
"1771933389-657","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Jim Capobianco"
"1771933389-658","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Brad Garrett"
"1771933389-659","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Lou Romano"
"1771933389-660","https://www.imdb.com/chart/top/","","","Ratatouille","https://www.imdb.com/title/tt0382932/?ref_=chttp_t_193","","","Patton Oswalt"
"1771933396-661","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","Wes Anderson","",""
"1771933396-662","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","Stefan Zweig",""
"1771933396-663","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","Wes Anderson",""
"1771933396-664","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","Hugo Guinness",""
"1771933396-665","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","","Ralph Fiennes"
"1771933396-666","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","","F. Murray Abraham"
"1771933396-667","https://www.imdb.com/chart/top/","","","The Grand Budapest Hotel","https://www.imdb.com/title/tt2278388/?ref_=chttp_t_192","","","Mathieu Amalric"
"1771933401-668","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","Steve McQueen","",""
"1771933401-669","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","","John Ridley",""
"1771933401-670","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","","Solomon Northup",""
"1771933401-671","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","","","Chiwetel Ejiofor"
"1771933401-672","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","","","Michael Kenneth Williams"
"1771933401-673","https://www.imdb.com/chart/top/","","","12 Years a Slave","https://www.imdb.com/title/tt2024544/?ref_=chttp_t_191","","","Michael Fassbender"
"1771933406-674","https://www.imdb.com/chart/top/","","","My Neighbor Totoro","https://www.imdb.com/title/tt0096283/?ref_=chttp_t_190","Hayao Miyazaki","",""
"1771933406-675","https://www.imdb.com/chart/top/","","","My Neighbor Totoro","https://www.imdb.com/title/tt0096283/?ref_=chttp_t_190","","Hayao Miyazaki",""
"1771933406-676","https://www.imdb.com/chart/top/","","","My Neighbor Totoro","https://www.imdb.com/title/tt0096283/?ref_=chttp_t_190","","","Hitoshi Takagi"
"1771933406-677","https://www.imdb.com/chart/top/","","","My Neighbor Totoro","https://www.imdb.com/title/tt0096283/?ref_=chttp_t_190","","","Noriko Hidaka"
"1771933406-678","https://www.imdb.com/chart/top/","","","My Neighbor Totoro","https://www.imdb.com/title/tt0096283/?ref_=chttp_t_190","","","Chika Sakamoto"
"1771933412-679","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","Clint Eastwood","",""
"1771933412-680","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","","Nick Schenk",""
"1771933412-681","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","","Dave Johannson",""
"1771933412-682","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","","","Clint Eastwood"
"1771933412-683","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","","","Bee Vang"
"1771933412-684","https://www.imdb.com/chart/top/","","","Gran Torino","https://www.imdb.com/title/tt1205489/?ref_=chttp_t_189","","","Christopher Carley"
"1771933416-685","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","Mel Gibson","",""
"1771933416-686","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","","Robert Schenkkan",""
"1771933416-687","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","","Andrew Knight",""
"1771933416-688","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","","","Andrew Garfield"
"1771933416-689","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","","","Sam Worthington"
"1771933416-690","https://www.imdb.com/chart/top/","","","Hacksaw Ridge","https://www.imdb.com/title/tt2119532/?ref_=chttp_t_188","","","Luke Bracey"
"1771933422-691","https://www.imdb.com/chart/top/","","","Children of Heaven","https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187","Majid Majidi","",""
"1771933422-692","https://www.imdb.com/chart/top/","","","Children of Heaven","https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187","","Majid Majidi",""
"1771933422-693","https://www.imdb.com/chart/top/","","","Children of Heaven","https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187","","","Reza Naji"
"1771933422-694","https://www.imdb.com/chart/top/","","","Children of Heaven","https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187","","","Amir Farrokh Hashemian"
"1771933422-695","https://www.imdb.com/chart/top/","","","Children of Heaven","https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187","","","Bahare Seddiqi"
"1771933429-696","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","George Miller","",""
"1771933429-697","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","George Miller",""
"1771933429-698","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","Brendan McCarthy",""
"1771933429-699","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","Nick Lathouris",""
"1771933429-700","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","","Tom Hardy"
"1771933429-701","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","","Charlize Theron"
"1771933429-702","https://www.imdb.com/chart/top/","","","Mad Max: Fury Road","https://www.imdb.com/title/tt1392190/?ref_=chttp_t_186","","","Nicholas Hoult"
"1771933434-703","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","Clint Eastwood","",""
"1771933434-704","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","","Paul Haggis",""
"1771933434-705","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","","F.X. Toole",""
"1771933434-706","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","","","Hilary Swank"
"1771933434-707","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","","","Clint Eastwood"
"1771933434-708","https://www.imdb.com/chart/top/","","","Million Dollar Baby","https://www.imdb.com/title/tt0405159/?ref_=chttp_t_185","","","Morgan Freeman"
"1771933440-709","https://www.imdb.com/chart/top/","","","Ben-Hur","https://www.imdb.com/title/tt0052618/?ref_=chttp_t_184","William Wyler","",""
