web-scraper-order,web-scraper-start-url,Movie title,Rating,Movie links,Movie links-href,Director,Writers,Stars
"1771933098-1","https://www.imdb.com/chart/top/","The Shawshank Redemption","9.3","","","","",""
"1771933098-2","https://www.imdb.com/chart/top/","The Godfather","9.2","","","","",""
"1771933098-3","https://www.imdb.com/chart/top/","The Dark Knight","9.1","","","","",""
"1771933098-4","https://www.imdb.com/chart/top/","The Godfather Part II","9.0","","","","",""
"1771933098-5","https://www.imdb.com/chart/top/","12 Angry Men","9.0","","","","",""
"1771933098-6","https://www.imdb.com/chart/top/","The Lord of the Rings: The Return of the King","9.0","","","","",""
"1771933098-7","https://www.imdb.com/chart/top/","Schindler's List","9.0","","","","",""
"1771933098-8","https://www.imdb.com/chart/top/","The Lord of the Rings: The Fellowship of the Ring","8.9","","","","",""
"1771933098-9","https://www.imdb.com/chart/top/","Pulp Fiction","8.8","","","","",""
"1771933098-10","https://www.imdb.com/chart/top/","The Good, the Bad and the Ugly","8.8","","","","",""
"1771933098-11","https://www.imdb.com/chart/top/","The Lord of the Rings: The Two Towers","8.8","","","","",""
"1771933098-12","https://www.imdb.com/chart/top/","Forrest Gump","8.8","","","","",""
"1771933098-13","https://www.imdb.com/chart/top/","Fight Club","8.8","","","","",""
"1771933098-14","https://www.imdb.com/chart/top/","Inception","8.8","","","","",""
"1771933098-15","https://www.imdb.com/chart/top/","Star Wars: Episode V - The Empire Strikes Back","8.7","","","","",""
"1771933098-16","https://www.imdb.com/chart/top/","The Matrix","8.7","","","","",""
"1771933098-17","https://www.imdb.com/chart/top/","Goodfellas","8.7","","","","",""
"1771933098-18","https://www.imdb.com/chart/top/","Interstellar","8.7","","","","",""
"1771933098-19","https://www.imdb.com/chart/top/","One Flew Over the Cuckoo's Nest","8.6","","","","",""
"1771933098-20","https://www.imdb.com/chart/top/","Se7en","8.6","","","","",""
"1771933098-21","https://www.imdb.com/chart/top/","It's a Wonderful Life","8.6","","","","",""
"1771933098-22","https://www.imdb.com/chart/top/","The Silence of the Lambs","8.6","","","","",""
"1771933098-23","https://www.imdb.com/chart/top/","Seven Samurai","8.6","","","","",""
"1771933098-24","https://www.imdb.com/chart/top/","Saving Private Ryan","8.6","","","","",""
"1771933098-25","https://www.imdb.com/chart/top/","The Green Mile","8.6","","","","",""
"1771933098-26","https://www.imdb.com/chart/top/","City of God","8.6","","","","",""
"1771933098-27","https://www.imdb.com/chart/top/","Life Is Beautiful","8.6","","","","",""
"1771933098-28","https://www.imdb.com/chart/top/","Terminator 2: Judgment Day","8.6","","","","",""
"1771933098-29","https://www.imdb.com/chart/top/","Star Wars: Episode IV - A New Hope","8.6","","","","",""
"1771933098-30","https://www.imdb.com/chart/top/","Back to the Future","8.5","","","","",""
"1771933098-31","https://www.imdb.com/chart/top/","Spirited Away","8.6","","","","",""
"1771933098-32","https://www.imdb.com/chart/top/","The Pianist","8.5","","","","",""
"1771933098-33","https://www.imdb.com/chart/top/","Gladiator","8.5","","","","",""
"1771933098-34","https://www.imdb.com/chart/top/","Parasite","8.5","","","","",""
"1771933098-35","https://www.imdb.com/chart/top/","Grave of the Fireflies","8.5","","","","",""
"1771933098-36","https://www.imdb.com/chart/top/","Psycho","8.5","","","","",""
"1771933098-37","https://www.imdb.com/chart/top/","The Lion King","8.5","","","","",""
"1771933098-38","https://www.imdb.com/chart/top/","Harakiri","8.6","","","","",""
"1771933098-39","https://www.imdb.com/chart/top/","The Departed","8.5","","","","",""
"1771933098-40","https://www.imdb.com/chart/top/","Whiplash","8.5","","","","",""
"1771933098-41","https://www.imdb.com/chart/top/","The Prestige","8.5","","","","",""
"1771933098-42","https://www.imdb.com/chart/top/","American History X","8.5","","","","",""
"1771933098-43","https://www.imdb.com/chart/top/","Léon: The Professional","8.5","","","","",""
"1771933098-44","https://www.imdb.com/chart/top/","Spider-Man: Across the Spider-Verse","8.5","","","","",""
"1771933098-45","https://www.imdb.com/chart/top/","Cinema Paradiso","8.5","","","","",""
"1771933098-46","https://www.imdb.com/chart/top/","Kill Bill: The Whole Bloody Affair","8.8","","","","",""
"1771933098-47","https://www.imdb.com/chart/top/","Casablanca","8.5","","","","",""
"1771933098-48","https://www.imdb.com/chart/top/","The Intouchables","8.5","","","","",""
"1771933098-49","https://www.imdb.com/chart/top/","The Usual Suspects","8.5","","","","",""
"1771933098-50","https://www.imdb.com/chart/top/","Alien","8.5","","","","",""
"1771933098-51","https://www.imdb.com/chart/top/","Django Unchained","8.5","","","","",""
"1771933098-52","https://www.imdb.com/chart/top/","Modern Times","8.5","","","","",""
"1771933098-53","https://www.imdb.com/chart/top/","Rear Window","8.5","","","","",""
"1771933098-54","https://www.imdb.com/chart/top/","Once Upon a Time in the West","8.5","","","","",""
"1771933098-55","https://www.imdb.com/chart/top/","City Lights","8.5","","","","",""
"1771933098-56","https://www.imdb.com/chart/top/","Apocalypse Now","8.4","","","","",""
"1771933098-57","https://www.imdb.com/chart/top/","WALL·E","8.4","","","","",""
"1771933098-58","https://www.imdb.com/chart/top/","Memento","8.4","","","","",""
"1771933098-59","https://www.imdb.com/chart/top/","Dune: Part Two","8.4","","","","",""
"1771933098-60","https://www.imdb.com/chart/top/","Raiders of the Lost Ark","8.4","","","","",""
"1771933098-61","https://www.imdb.com/chart/top/","Avengers: Infinity War","8.4","","","","",""
"1771933098-62","https://www.imdb.com/chart/top/","The Lives of Others","8.4","","","","",""
"1771933098-63","https://www.imdb.com/chart/top/","Spider-Man: Into the Spider-Verse","8.4","","","","",""
"1771933098-64","https://www.imdb.com/chart/top/","Sunset Boulevard","8.4","","","","",""
"1771933098-65","https://www.imdb.com/chart/top/","Witness for the Prosecution","8.4","","","","",""
"1771933098-66","https://www.imdb.com/chart/top/","Paths of Glory","8.4","","","","",""
"1771933098-67","https://www.imdb.com/chart/top/","The Shining","8.4","","","","",""
"1771933098-68","https://www.imdb.com/chart/top/","The Great Dictator","8.4","","","","",""
"1771933098-69","https://www.imdb.com/chart/top/","Inglourious Basterds","8.4","","","","",""
"1771933098-70","https://www.imdb.com/chart/top/","12th Fail","8.7","","","","",""
"1771933098-71","https://www.imdb.com/chart/top/","Aliens","8.4","","","","",""
"1771933098-72","https://www.imdb.com/chart/top/","High and Low","8.4","","","","",""
"1771933098-73","https://www.imdb.com/chart/top/","The Dark Knight Rises","8.4","","","","",""
"1771933098-74","https://www.imdb.com/chart/top/","Avengers: Endgame","8.4","","","","",""
"1771933098-75","https://www.imdb.com/chart/top/","Good Will Hunting","8.4","","","","",""
"1771933098-76","https://www.imdb.com/chart/top/","Coco","8.4","","","","",""
"1771933098-77","https://www.imdb.com/chart/top/","Amadeus","8.4","","","","",""
"1771933098-78","https://www.imdb.com/chart/top/","Toy Story","8.3","","","","",""
"1771933098-79","https://www.imdb.com/chart/top/","Your Name.","8.4","","","","",""
"1771933098-80","https://www.imdb.com/chart/top/","Das Boot","8.3","","","","",""
"1771933098-81","https://www.imdb.com/chart/top/","Oldboy","8.3","","","","",""
"1771933098-82","https://www.imdb.com/chart/top/","Braveheart","8.3","","","","",""
"1771933098-83","https://www.imdb.com/chart/top/","Princess Mononoke","8.3","","","","",""
"1771933098-84","https://www.imdb.com/chart/top/","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","8.3","","","","",""
"1771933098-85","https://www.imdb.com/chart/top/","3 Idiots","8.4","","","","",""
"1771933098-86","https://www.imdb.com/chart/top/","American Beauty","8.3","","","","",""
"1771933098-87","https://www.imdb.com/chart/top/","Capernaum","8.4","","","","",""
"1771933098-88","https://www.imdb.com/chart/top/","Singin' in the Rain","8.3","","","","",""
"1771933098-89","https://www.imdb.com/chart/top/","Joker","8.3","","","","",""
"1771933098-90","https://www.imdb.com/chart/top/","Once Upon a Time in America","8.3","","","","",""
"1771933098-91","https://www.imdb.com/chart/top/","Come and See","8.3","","","","",""
"1771933098-92","https://www.imdb.com/chart/top/","Star Wars: Episode VI - Return of the Jedi","8.3","","","","",""
"1771933098-93","https://www.imdb.com/chart/top/","Requiem for a Dream","8.3","","","","",""
"1771933098-94","https://www.imdb.com/chart/top/","Toy Story 3","8.3","","","","",""
"1771933098-95","https://www.imdb.com/chart/top/","Ikiru","8.3","","","","",""
"1771933098-96","https://www.imdb.com/chart/top/","The Hunt","8.3","","","","",""
"1771933098-97","https://www.imdb.com/chart/top/","Incendies","8.3","","","","",""
"1771933098-98","https://www.imdb.com/chart/top/","Eternal Sunshine of the Spotless Mind","8.3","","","","",""
"1771933098-99","https://www.imdb.com/chart/top/","The Apartment","8.3","","","","",""
"1771933098-100","https://www.imdb.com/chart/top/","Lawrence of Arabia","8.3","","","","",""
"1771933098-101","https://www.imdb.com/chart/top/","2001: A Space Odyssey","8.3","","","","",""
"1771933098-102","https://www.imdb.com/chart/top/","Reservoir Dogs","8.3","","","","",""
"1771933098-103","https://www.imdb.com/chart/top/","Heat","8.3","","","","",""
"1771933098-104","https://www.imdb.com/chart/top/","Scarface","8.3","","","","",""
"1771933098-105","https://www.imdb.com/chart/top/","Double Indemnity","8.3","","","","",""
"1771933098-106","https://www.imdb.com/chart/top/","Up","8.3","","","","",""
"1771933098-107","https://www.imdb.com/chart/top/","North by Northwest","8.3","","","","",""
"1771933098-108","https://www.imdb.com/chart/top/","Like Stars on Earth","8.3","","","","",""
"1771933098-109","https://www.imdb.com/chart/top/","Full Metal Jacket","8.2","","","","",""
"1771933098-110","https://www.imdb.com/chart/top/","M","8.3","","","","",""
"1771933098-111","https://www.imdb.com/chart/top/","Citizen Kane","8.2","","","","",""
"1771933098-112","https://www.imdb.com/chart/top/","Amélie","8.3","","","","",""
"1771933098-113","https://www.imdb.com/chart/top/","Vertigo","8.2","","","","",""
"1771933098-114","https://www.imdb.com/chart/top/","A Separation","8.3","","","","",""
"1771933098-115","https://www.imdb.com/chart/top/","Die Hard","8.2","","","","",""
"1771933098-116","https://www.imdb.com/chart/top/","To Kill a Mockingbird","8.2","","","","",""
"1771933098-117","https://www.imdb.com/chart/top/","The Sting","8.2","","","","",""
"1771933098-118","https://www.imdb.com/chart/top/","Indiana Jones and the Last Crusade","8.2","","","","",""
"1771933098-119","https://www.imdb.com/chart/top/","A Clockwork Orange","8.2","","","","",""
"1771933098-120","https://www.imdb.com/chart/top/","Metropolis","8.2","","","","",""
"1771933098-121","https://www.imdb.com/chart/top/","1917","8.2","","","","",""
"1771933098-122","https://www.imdb.com/chart/top/","Snatch","8.2","","","","",""
"1771933098-123","https://www.imdb.com/chart/top/","L.A. Confidential","8.2","","","","",""
"1771933098-124","https://www.imdb.com/chart/top/","Downfall","8.2","","","","",""
"1771933098-125","https://www.imdb.com/chart/top/","The Wolf of Wall Street","8.2","","","","",""
"1771933098-126","https://www.imdb.com/chart/top/","Dangal","8.3","","","","",""
"1771933098-127","https://www.imdb.com/chart/top/","Bicycle Thieves","8.2","","","","",""
"1771933098-128","https://www.imdb.com/chart/top/","The Truman Show","8.2","","","","",""
"1771933098-129","https://www.imdb.com/chart/top/","Oppenheimer","8.2","","","","",""
"1771933098-130","https://www.imdb.com/chart/top/","Green Book","8.2","","","","",""
"1771933098-131","https://www.imdb.com/chart/top/","Shutter Island","8.2","","","","",""
"1771933098-132","https://www.imdb.com/chart/top/","Judgment at Nuremberg","8.3","","","","",""
"1771933098-133","https://www.imdb.com/chart/top/","Batman Begins","8.2","","","","",""
"1771933098-134","https://www.imdb.com/chart/top/","Hamilton","8.3","","","","",""
"1771933098-135","https://www.imdb.com/chart/top/","For a Few Dollars More","8.2","","","","",""
"1771933098-136","https://www.imdb.com/chart/top/","Taxi Driver","8.2","","","","",""
"1771933098-137","https://www.imdb.com/chart/top/","Jurassic Park","8.2","","","","",""
"1771933098-138","https://www.imdb.com/chart/top/","Some Like It Hot","8.2","","","","",""
"1771933098-139","https://www.imdb.com/chart/top/","There Will Be Blood","8.2","","","","",""
"1771933098-140","https://www.imdb.com/chart/top/","The Kid","8.2","","","","",""
"1771933098-141","https://www.imdb.com/chart/top/","The Father","8.2","","","","",""
"1771933098-142","https://www.imdb.com/chart/top/","All About Eve","8.2","","","","",""
"1771933098-143","https://www.imdb.com/chart/top/","The Sixth Sense","8.2","","","","",""
"1771933098-144","https://www.imdb.com/chart/top/","Ran","8.2","","","","",""
"1771933098-145","https://www.imdb.com/chart/top/","Casino","8.2","","","","",""
"1771933098-146","https://www.imdb.com/chart/top/","No Country for Old Men","8.2","","","","",""
"1771933098-147","https://www.imdb.com/chart/top/","The Thing","8.2","","","","",""
"1771933098-148","https://www.imdb.com/chart/top/","Top Gun: Maverick","8.2","","","","",""
"1771933098-149","https://www.imdb.com/chart/top/","Prisoners","8.2","","","","",""
"1771933098-150","https://www.imdb.com/chart/top/","Kill Bill: Vol. 1","8.2","","","","",""
"1771933098-151","https://www.imdb.com/chart/top/","Pan's Labyrinth","8.2","","","","",""
"1771933098-152","https://www.imdb.com/chart/top/","Unforgiven","8.2","","","","",""
"1771933098-153","https://www.imdb.com/chart/top/","A Beautiful Mind","8.2","","","","",""
"1771933098-154","https://www.imdb.com/chart/top/","The Treasure of the Sierra Madre","8.2","","","","",""
"1771933098-155","https://www.imdb.com/chart/top/","Howl's Moving Castle","8.2","","","","",""
"1771933098-156","https://www.imdb.com/chart/top/","Finding Nemo","8.2","","","","",""
"1771933098-157","https://www.imdb.com/chart/top/","Yojimbo","8.2","","","","",""
"1771933098-158","https://www.imdb.com/chart/top/","Klaus","8.2","","","","",""
"1771933098-159","https://www.imdb.com/chart/top/","The Great Escape","8.2","","","","",""
"1771933098-160","https://www.imdb.com/chart/top/","The Elephant Man","8.2","","","","",""
"1771933098-161","https://www.imdb.com/chart/top/","Monty Python and the Holy Grail","8.2","","","","",""
"1771933098-162","https://www.imdb.com/chart/top/","The Best of Youth","8.4","","","","",""
"1771933098-163","https://www.imdb.com/chart/top/","Dial M for Murder","8.1","","","","",""
"1771933098-164","https://www.imdb.com/chart/top/","The Secret in Their Eyes","8.2","","","","",""
"1771933098-165","https://www.imdb.com/chart/top/","Demon Slayer: Kimetsu no Yaiba Infinity Castle","8.4","","","","",""
"1771933098-166","https://www.imdb.com/chart/top/","Gone with the Wind","8.2","","","","",""
"1771933098-167","https://www.imdb.com/chart/top/","Chinatown","8.1","","","","",""
"1771933098-168","https://www.imdb.com/chart/top/","Lock, Stock and Two Smoking Barrels","8.1","","","","",""
"1771933098-169","https://www.imdb.com/chart/top/","V for Vendetta","8.1","","","","",""
"1771933098-170","https://www.imdb.com/chart/top/","Catch Me If You Can","8.1","","","","",""
"1771933098-171","https://www.imdb.com/chart/top/","Inside Out","8.1","","","","",""
"1771933098-172","https://www.imdb.com/chart/top/","Rashomon","8.1","","","","",""
"1771933098-173","https://www.imdb.com/chart/top/","The Chaos Class Failed the Class","8.5","","","","",""
"1771933098-174","https://www.imdb.com/chart/top/","Three Billboards Outside Ebbing, Missouri","8.1","","","","",""
"1771933098-175","https://www.imdb.com/chart/top/","Trainspotting","8.1","","","","",""
"1771933098-176","https://www.imdb.com/chart/top/","The Bridge on the River Kwai","8.1","","","","",""
"1771933098-177","https://www.imdb.com/chart/top/","Harry Potter and the Deathly Hallows: Part 2","8.1","","","","",""
"1771933098-178","https://www.imdb.com/chart/top/","Dead Poets Society","8.1","","","","",""
"1771933098-179","https://www.imdb.com/chart/top/","The Wild Robot","8.2","","","","",""
"1771933098-180","https://www.imdb.com/chart/top/","Warrior","8.1","","","","",""
"1771933098-181","https://www.imdb.com/chart/top/","Fargo","8.1","","","","",""
"1771933098-182","https://www.imdb.com/chart/top/","Barry Lyndon","8.1","","","","",""
"1771933098-183","https://www.imdb.com/chart/top/","Raging Bull","8.1","","","","",""
"1771933098-184","https://www.imdb.com/chart/top/","Ben-Hur","8.1","","","","",""
"1771933098-185","https://www.imdb.com/chart/top/","Million Dollar Baby","8.1","","","","",""
"1771933098-186","https://www.imdb.com/chart/top/","Mad Max: Fury Road","8.1","","","","",""
"1771933098-187","https://www.imdb.com/chart/top/","Children of Heaven","8.2","","","","",""
"1771933098-188","https://www.imdb.com/chart/top/","Hacksaw Ridge","8.1","","","","",""
"1771933098-189","https://www.imdb.com/chart/top/","Gran Torino","8.1","","","","",""
"1771933098-190","https://www.imdb.com/chart/top/","My Neighbor Totoro","8.1","","","","",""
"1771933098-191","https://www.imdb.com/chart/top/","12 Years a Slave","8.1","","","","",""
"1771933098-192","https://www.imdb.com/chart/top/","The Grand Budapest Hotel","8.1","","","","",""
"1771933098-193","https://www.imdb.com/chart/top/","Ratatouille","8.1","","","","",""
"1771933098-194","https://www.imdb.com/chart/top/","Before Sunrise","8.1","","","","",""
"1771933098-195","https://www.imdb.com/chart/top/","Memories of Murder","8.1","","","","",""
"1771933098-196","https://www.imdb.com/chart/top/","Blade Runner","8.1","","","","",""
"1771933098-197","https://www.imdb.com/chart/top/","How to Train Your Dragon","8.1","","","","",""
"1771933098-198","https://www.imdb.com/chart/top/","Spider-Man: No Way Home","8.1","","","","",""
"1771933098-199","https://www.imdb.com/chart/top/","Gone Girl","8.1","","","","",""
"1771933098-200","https://www.imdb.com/chart/top/","Monsters, Inc.","8.1","","","","",""
"1771933098-201","https://www.imdb.com/chart/top/","Jaws","8.1","","","","",""
"1771933098-202","https://www.imdb.com/chart/top/","In the Name of the Father","8.1","","","","",""
"1771933098-203","https://www.imdb.com/chart/top/","Ford v Ferrari","8.1","","","","",""
"1771933098-204","https://www.imdb.com/chart/top/","Wild Tales","8.1","","","","",""
"1771933098-205","https://www.imdb.com/chart/top/","The Gold Rush","8.1","","","","",""
"1771933098-206","https://www.imdb.com/chart/top/","Mary and Max","8.1","","","","",""
"1771933098-207","https://www.imdb.com/chart/top/","Sherlock Jr.","8.1","","","","",""
"1771933098-208","https://www.imdb.com/chart/top/","The Deer Hunter","8.1","","","","",""
"1771933098-209","https://www.imdb.com/chart/top/","The Wages of Fear","8.1","","","","",""
"1771933098-210","https://www.imdb.com/chart/top/","The General","8.1","","","","",""
"1771933098-211","https://www.imdb.com/chart/top/","Logan","8.1","","","","",""
"1771933098-212","https://www.imdb.com/chart/top/","Rocky","8.1","","","","",""
"1771933098-213","https://www.imdb.com/chart/top/","Mr. Smith Goes to Washington","8.1","","","","",""
"1771933098-214","https://www.imdb.com/chart/top/","On the Waterfront","8.1","","","","",""
"1771933098-215","https://www.imdb.com/chart/top/","Tokyo Story","8.1","","","","",""
"1771933098-216","https://www.imdb.com/chart/top/","Pirates of the Caribbean: The Curse of the Black Pearl","8.1","","","","",""
"1771933098-217","https://www.imdb.com/chart/top/","Wild Strawberries","8.1","","","","",""
"1771933098-218","https://www.imdb.com/chart/top/","Spotlight","8.1","","","","",""
"1771933098-219","https://www.imdb.com/chart/top/","La haine","8.1","","","","",""
"1771933098-220","https://www.imdb.com/chart/top/","A Silent Voice: The Movie","8.2","","","","",""
"1771933098-221","https://www.imdb.com/chart/top/","The Terminator","8.1","","","","",""
"1771933098-222","https://www.imdb.com/chart/top/","The Third Man","8.1","","","","",""
"1771933098-223","https://www.imdb.com/chart/top/","Maharaja","8.3","","","","",""
"1771933098-224","https://www.imdb.com/chart/top/","The Sound of Music","8.1","","","","",""
"1771933098-225","https://www.imdb.com/chart/top/","Jai Bhim","8.6","","","","",""
"1771933098-226","https://www.imdb.com/chart/top/","The Big Lebowski","8.1","","","","",""
"1771933098-227","https://www.imdb.com/chart/top/","The Best Years of Our Lives","8.1","","","","",""
"1771933098-228","https://www.imdb.com/chart/top/","The Seventh Seal","8.1","","","","",""
"1771933098-229","https://www.imdb.com/chart/top/","Room","8.1","","","","",""
"1771933098-230","https://www.imdb.com/chart/top/","Before Sunset","8.1","","","","",""
"1771933098-231","https://www.imdb.com/chart/top/","Hotel Rwanda","8.1","","","","",""
"1771933098-232","https://www.imdb.com/chart/top/","Platoon","8.1","","","","",""
"1771933098-233","https://www.imdb.com/chart/top/","The Incredibles","8.0","","","","",""
"1771933098-234","https://www.imdb.com/chart/top/","Chainsaw Man - The Movie: Reze Arc","8.3","","","","",""
"1771933098-235","https://www.imdb.com/chart/top/","Hachi: A Dog's Tale","8.1","","","","",""
"1771933098-236","https://www.imdb.com/chart/top/","The Exorcist","8.1","","","","",""
"1771933098-237","https://www.imdb.com/chart/top/","Rush","8.1","","","","",""
"1771933098-238","https://www.imdb.com/chart/top/","The Wizard of Oz","8.1","","","","",""
"1771933098-239","https://www.imdb.com/chart/top/","Stand by Me","8.1","","","","",""
"1771933098-240","https://www.imdb.com/chart/top/","The Iron Giant","8.1","","","","",""
"1771933098-241","https://www.imdb.com/chart/top/","The Passion of Joan of Arc","8.1","","","","",""
"1771933098-242","https://www.imdb.com/chart/top/","My Father and My Son","8.2","","","","",""
"1771933098-243","https://www.imdb.com/chart/top/","The Battle of Algiers","8.1","","","","",""
"1771933098-244","https://www.imdb.com/chart/top/","The Handmaiden","8.1","","","","",""
"1771933098-245","https://www.imdb.com/chart/top/","Network","8.1","","","","",""
"1771933098-246","https://www.imdb.com/chart/top/","To Be or Not to Be","8.1","","","","",""
"1771933098-247","https://www.imdb.com/chart/top/","Gangs of Wasseypur","8.2","","","","",""
"1771933098-248","https://www.imdb.com/chart/top/","Drishyam","8.2","","","","",""
"1771933098-249","https://www.imdb.com/chart/top/","The Grapes of Wrath","8.1","","","","",""
"1771933098-250","https://www.imdb.com/chart/top/","The Help","8.1","","","","",""
"1771933103-251","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","Tate Taylor","",""
"1771933103-252","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","","Tate Taylor",""
"1771933103-253","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","","Kathryn Stockett",""
"1771933103-254","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","","","Viola Davis"
"1771933103-255","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","","","Emma Stone"
"1771933103-256","https://www.imdb.com/chart/top/","","","The Help","https://www.imdb.com/title/tt1454029/?ref_=chttp_t_250","","","Octavia Spencer"
"1771933107-257","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","John Ford","",""
"1771933107-258","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","","Nunnally Johnson",""
"1771933107-259","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","","John Steinbeck",""
"1771933107-260","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","","","Henry Fonda"
"1771933107-261","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","","","Jane Darwell"
"1771933107-262","https://www.imdb.com/chart/top/","","","The Grapes of Wrath","https://www.imdb.com/title/tt0032551/?ref_=chttp_t_249","","","John Carradine"
"1771933112-263","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","Nishikant Kamat","",""
"1771933112-264","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","","Jeethu Joseph",""
"1771933112-265","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","","Upendra Sidhaye",""
"1771933112-266","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","","","Ajay Devgn"
"1771933112-267","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","","","Shriya Saran"
"1771933112-268","https://www.imdb.com/chart/top/","","","Drishyam","https://www.imdb.com/title/tt4430212/?ref_=chttp_t_248","","","Tabu"
"1771933118-269","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","Anurag Kashyap","",""
"1771933118-270","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","Akhilesh Jaiswal",""
"1771933118-271","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","Anurag Kashyap",""
"1771933118-272","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","Sachin K. Ladia",""
"1771933118-273","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Akhilesh Jaiswal"
"1771933118-274","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Anurag Kashyap"
"1771933118-275","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Sachin K. Ladia"
"1771933118-276","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Manoj Bajpayee"
"1771933118-277","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Nawazuddin Siddiqui"
"1771933118-278","https://www.imdb.com/chart/top/","","","Gangs of Wasseypur","https://www.imdb.com/title/tt1954470/?ref_=chttp_t_247","","","Tigmanshu Dhulia"
"1771933122-279","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","Ernst Lubitsch","",""
"1771933122-280","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","Melchior Lengyel",""
"1771933122-281","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","Edwin Justus Mayer",""
"1771933122-282","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","Ernst Lubitsch",""
"1771933122-283","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","","Carole Lombard"
"1771933122-284","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","","Jack Benny"
"1771933122-285","https://www.imdb.com/chart/top/","","","To Be or Not to Be","https://www.imdb.com/title/tt0035446/?ref_=chttp_t_246","","","Robert Stack"
"1771933126-286","https://www.imdb.com/chart/top/","","","Network","https://www.imdb.com/title/tt0074958/?ref_=chttp_t_245","Sidney Lumet","",""
"1771933126-287","https://www.imdb.com/chart/top/","","","Network","https://www.imdb.com/title/tt0074958/?ref_=chttp_t_245","","Paddy Chayefsky",""
"1771933126-288","https://www.imdb.com/chart/top/","","","Network","https://www.imdb.com/title/tt0074958/?ref_=chttp_t_245","","","Faye Dunaway"
"1771933126-289","https://www.imdb.com/chart/top/","","","Network","https://www.imdb.com/title/tt0074958/?ref_=chttp_t_245","","","William Holden"
"1771933126-290","https://www.imdb.com/chart/top/","","","Network","https://www.imdb.com/title/tt0074958/?ref_=chttp_t_245","","","Peter Finch"
"1771933130-291","https://www.imdb.com/chart/top/","","","The Handmaiden","https://www.imdb.com/title/tt4016934/?ref_=chttp_t_244","Park Chan-wook","",""
